"Rat_EntrezGene.ID","Mouse_EntrezGene.ID","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","FDR","MouseVsRat_EntrezGene.ID","Mouse_Symbol","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Rat_Symbol","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name"
"29427","11629",1.20293104576272,0.427984298308861,0.00494354419194404,0.364097235128703,2.04176485639673,8,0.0579009712340488,"11629_29427","Aif1","Chr17  cM","Chr17:35389967-35394977(-)","allograft inflammatory factor 1","Aif1","Chr20 p12",NA,"allograft inflammatory factor 1"
"25217","21356",1.69669607627328,0.604367941008231,0.00499448464030578,0.512156678486524,2.88123547406004,8,0.0583098778329967,"21356_25217","Tapbp","Chr17  cM","Chr17:34138452-34148264(+)","TAP binding protein","Tapbp","Chr20 p12",NA,"TAP binding protein"
"24795","20716",1.56456449401968,0.557545624560637,0.00501351590146419,0.471795150142942,2.65733383789642,8,0.0583098778329967,"20716_24795","Serpina3n","Chr12  cM","Chr12:104372988-104380588(+)","serine (or cysteine) peptidase inhibitor, clade A, member 3N","Serpina3n","Chr6 q32",NA,"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"56822","12524",1.16531969163479,0.415575114714748,0.00504551769199555,0.350807433922779,1.97983194934679,8,0.0584776086508985,"12524_56822","Cd86","Chr16  cM","Chr16:36424231-36486443(-)","CD86 antigen","Cd86","Chr11 q22",NA,"CD86 molecule"
"316241","18037",1.02397197840392,0.365315629628249,0.00506329918106582,0.307966501342976,1.73997745546486,8,0.0586156177817353,"18037_316241","Nfkbie","Chr17  cM","Chr17:45866629-45874095(+)","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon","Nfkbie","Chr9 q12",NA,"NFKB inhibitor epsilon"
"24251","12508",1.56070619967214,0.55721497981329,0.00509595249443394,0.468584907591883,2.65282749175241,8,0.0588589021206103,"12508_24251","Cd53","Chr3  cM","Chr3:106667237-106697465(-)","CD53 antigen","Cd53","Chr2 q34",NA,"Cd53 molecule"
"117279","12633",0.82060495882359,0.293274191267933,0.00514072101670567,0.24579810634333,1.39541181130385,8,0.0589369061126785,"12633_117279","Cflar","Chr1  cM","Chr1:58750667-58798043(+)","CASP8 and FADD-like apoptosis regulator","Cflar","Chr9 q31",NA,"CASP8 and FADD-like apoptosis regulator"
"300678","12502",0.794405921800548,0.284124579784811,0.00517430084888513,0.237531978299741,1.35127986530136,8,0.058973465070653,"12502_300678","Cd3g","Chr9  cM","Chr9:44880870-44891729(-)","CD3 antigen, gamma polypeptide","Cd3g","Chr8 q22",NA,"CD3 gamma subunit of T-cell receptor complex"
"306071","18826",1.20777429723605,0.432100486299968,0.00518798647188067,0.360872906385873,2.05467568808623,8,0.058973465070653,"18826_306071","Lcp1","Chr14  cM","Chr14:75368545-75468282(+)","lymphocyte cytosolic protein 1","Lcp1","Chr15 q11",NA,"lymphocyte cytosolic protein 1"
"81521","17698",1.22400794434932,0.438586283416944,0.00525774518854224,0.364394624738831,2.0836212639598,8,0.0595539605408207,"17698_81521","Msn","ChrX  cM","ChrX:95139651-95212159(+)","moesin","Msn","ChrX q22",NA,"moesin"
"286918","17858",2.10143759944871,0.754122135532547,0.00532639944436189,0.623385373860485,3.57948982503694,8,0.059833336905603,"17858_286918","Mx2","Chr16  cM","Chr16:97337281-97362101(+)","MX dynamin-like GTPase 2","Mx2","Chr11 q12",NA,"MX dynamin like GTPase 2"
"81515","17096",0.7369920169931,0.26455543294046,0.00533998573677935,0.218472896515397,1.2555111374708,8,0.059833336905603,"17096_81515","Lyn","Chr4  cM","Chr4:3676865-3791612(+)","LYN proto-oncogene, Src family tyrosine kinase","Lyn","Chr5 q12",NA,"LYN proto-oncogene, Src family tyrosine kinase"
"361241","20723",1.05481004371877,0.378642012462369,0.00534005360204301,0.312685336258762,1.79693475117878,8,0.059833336905603,"20723_361241","Serpinb9","Chr13  cM","Chr13:33187233-33201940(+)","serine (or cysteine) peptidase inhibitor, clade B, member 9","Serpinb9","Chr17 p12",NA,"serpin family B member 9"
"313806","75234",0.67487410182033,0.243502267421169,0.00557933460044386,0.197618427520998,1.15212977611966,8,0.0615886946657404,"75234_313806","Rnf19b","Chr4  cM","Chr4:128951871-128978319(+)","ring finger protein 19B","Rnf19b","Chr5 q36",NA,"ring finger protein 19B"
"29687","12260",1.21277048218902,0.439006661085604,0.00573547260351962,0.352333237488054,2.07320772688999,8,0.0624003651010889,"12260_29687","C1qb","Chr4  cM","Chr4:136607440-136613498(-)","complement component 1, q subcomponent, beta polypeptide","C1qb","Chr5 q36",NA,"complement C1q B chain"
"362634","12262",1.38675671851379,0.502992647120364,0.00583322269077927,0.400909245669416,2.37260419135817,8,0.0628614786514971,"12262_362634","C1qc","Chr4  cM","Chr4:136617112-136620242(-)","complement component 1, q subcomponent, C chain","C1qc","Chr5 q36",NA,"complement C1q C chain"
"24944","16784",0.597503386542518,0.216852235053146,0.00586297273747108,0.172480815871338,1.0225259572137,8,0.063045910503474,"16784_24944","Lamp2","ChrX  cM","ChrX:37490234-37545331(-)","lysosomal-associated membrane protein 2","Lamp2","ChrX q35",NA,"lysosomal-associated membrane protein 2"
"114553","17969",0.658825470267661,0.239264407727223,0.00589535469962714,0.189875848339997,1.12777509219533,8,0.0631226195254668,"17969_114553","Ncf1","Chr5  cM","Chr5:134248907-134258479(-)","neutrophil cytosolic factor 1","Ncf1","Chr12 q12",NA,"neutrophil cytosolic factor 1"
"24268","12870",1.18679769358028,0.431182794410826,0.00591559499745253,0.341694945781723,2.03190044137884,8,0.0632708708248433,"12870_24268","Cp","Chr3  cM","Chr3:20011218-20063309(+)","ceruloplasmin","Cp","Chr2 q24",NA,"ceruloplasmin"
"367455","76905",0.899932847173056,0.327049789089872,0.00592923723736215,0.258927039405487,1.54093865494063,8,0.0633488847876199,"76905_367455","Lrg1","Chr17  cM","Chr17:56426678-56428946(-)","leucine-rich alpha-2-glycoprotein 1","Lrg1","Chr9",NA,"leucine-rich alpha-2-glycoprotein 1"
"24747","14991",1.22387515785831,0.446380536814282,0.00611081171283823,0.348985382302666,2.09876493341396,8,0.0641259983455707,"14991_24747","H2-M3","Chr17  cM","Chr17:37581111-37585375(+)","histocompatibility 2, M region locus 3","RT1-M3-1","Chr20 p12",NA,"RT1 class Ib, locus M3, gene 1"
"294270","14969",0.972869453395547,0.355254199711865,0.00617170814831627,0.276584016603692,1.6691548901874,8,0.0644220456192971,"14969_294270","H2-Eb1","Chr17  cM","Chr17:34524841-34535648(+)","histocompatibility 2, class II antigen E beta","RT1-Db1","Chr20 p12",NA,"RT1 class II, locus Db1"
"499271","16411",0.841433565803881,0.308058346729332,0.00630640144406987,0.237650301077439,1.44521683053032,8,0.0650572211560772,"16411_499271","Itgax","Chr7  cM","Chr7:127728719-127749829(+)","integrin alpha X","Itgax","Chr1 q37",NA,"integrin subunit alpha X"
"304150","30940",0.501697420949011,0.184003589631389,0.00639976903957748,0.141057012245401,0.862337829652621,8,0.0655680649342337,"30940_304150","Usp25","Chr16  cM","Chr16:76810594-76913668(+)","ubiquitin specific peptidase 25","Usp25","Chr11 p11-q11",NA,"ubiquitin specific peptidase 25"
"498335","55985",2.43691454085104,0.894209614194272,0.00642593906249561,0.68429590240081,4.18953317930127,8,0.0657012765416432,"55985_498335","Cxcl13","Chr5  cM","Chr5:96104810-96108927(+)","C-X-C motif chemokine ligand 13","Cxcl13","Chr14 p22",NA,"C-X-C motif chemokine ligand 13"
"300838","50875",0.522756859047146,0.191983546035672,0.00647066824969925,0.146476023192942,0.899037694901351,8,0.0660233113126266,"50875_300838","Tmod3","Chr9  cM","Chr9:75405066-75466939(-)","tropomodulin 3","Tmod3","Chr8 q24",NA,"tropomodulin 3"
"315713","18854",0.986991005034777,0.362835941076385,0.00652398984532411,0.275845628228366,1.69813638184119,8,0.0663638069994794,"18854_315713","Pml","Chr9  cM","Chr9:58125359-58157069(-)","promyelocytic leukemia","Pml","Chr8 q24",NA,"PML nuclear body scaffold"
"311483","81910",0.59963409758362,0.220501908013586,0.00653993827088883,0.167458299354627,1.03180989581261,8,0.0663906856614442,"81910_311483","Rrbp1","Chr2  cM","Chr2:143789315-143853183(-)","ribosome binding protein 1","Rrbp1","Chr3 q41",NA,"ribosome binding protein 1"
"25239","11815",1.13233754104411,0.417545220495423,0.00669003870502956,0.313963946956245,1.95071113513197,8,0.0670280082705722,"11815_25239","Apod","Chr16  cM","Chr16:31115010-31133626(-)","apolipoprotein D","Apod","Chr11 q22",NA,"apolipoprotein D"
"305354","21897",1.12270066367817,0.414876337412586,0.00680766609582519,0.309557984311617,1.93584334304473,8,0.067156505298536,"21897_305354","Tlr1","Chr5  cM","Chr5:65082022-65090906(-)","toll-like receptor 1","Tlr1","Chr14 p11",NA,"toll-like receptor 1"
"79426","22695",1.56483324173105,0.578330732941748,0.00681450569119462,0.431325834012574,2.69834064944953,8,0.067156505298536,"22695_79426","Zfp36","Chr7  cM","Chr7:28076208-28078680(-)","zinc finger protein 36","Zfp36","Chr1 q21",NA,"zinc finger protein 36"
"25712","15978",1.07683134295825,0.397988019563135,0.00681630874096199,0.296789158336085,1.85687352758042,8,0.067156505298536,"15978_25712","Ifng","Chr10  cM","Chr10:118276951-118281797(+)","interferon gamma","Ifng","Chr7 q22",NA,"interferon gamma"
"25314","13730",1.61387540653109,0.596629887749151,0.00683072982042429,0.444502314442578,2.7832484986196,8,0.067156505298536,"13730_25314","Emp1","Chr6  cM","Chr6:135339548-135360171(+)","epithelial membrane protein 1","Emp1","Chr4 q43",NA,"epithelial membrane protein 1"
"282817","66824",0.690364298402596,0.255433020784508,0.0068774359260901,0.189724777202689,1.1910038196025,8,0.0673353189405163,"66824_282817","Pycard","Chr7  cM","Chr7:127590545-127593039(-)","PYD and CARD domain containing","Pycard","Chr1 q37",NA,"PYD and CARD domain containing"
"252929","64138",1.1485748936925,0.425009430007175,0.00688265610976317,0.315571717788544,1.98157806959647,8,0.0673353189405163,"64138_252929","Ctsz","Chr2  cM","Chr2:174269287-174280832(-)","cathepsin Z","Ctsz","Chr3",NA,"cathepsin Z"
"60350","12475",0.941263169985385,0.348361036139803,0.00689287310982898,0.258488085534316,1.62403825443645,8,0.067357375053356,"12475_60350","Cd14","Chr18  cM","Chr18:36858120-36859851(-)","CD14 antigen","Cd14","Chr18 p11",NA,"CD14 molecule"
"298566","12259",1.26811097545529,0.46938607675004,0.00689989666948098,0.348131170180658,2.18809078072992,8,0.067357375053356,"12259_298566","C1qa","Chr4  cM","Chr4:136623228-136626114(-)","complement component 1, q subcomponent, alpha polypeptide","C1qa","Chr5 q36",NA,"complement C1q A chain"
"294797","16197",1.00352381833794,0.371821413955762,0.00695606424406113,0.274767238303883,1.73228039837199,8,0.0676825209887565,"16197_294797","Il7r","Chr15  cM","Chr15:9505874-9530262(-)","interleukin 7 receptor","Il7r","Chr2 q16",NA,"interleukin 7 receptor"
"317371","22376",0.51006936242824,0.18912799817779,0.00699771014293565,0.139385297531614,0.880753427324867,8,0.0678621472462147,"22376_317371","Was","ChrX  cM","ChrX:7947705-7956730(-)","Wiskott-Aldrich syndrome","Was","ChrX q12",NA,"WASP actin nucleation promoting factor"
"498119","224008",0.674484907051406,0.251637710551227,0.00735384335316991,0.181284057218885,1.16768575688393,8,0.070089783019372,"224008_498119","Spidr","Chr16  cM","Chr16:15707088-15964715(-)","scaffolding protein involved in DNA repair","Spidr","Chr11 q23",NA,"scaffold protein involved in DNA repair"
"363984","56489",0.890863936978884,0.332609317270344,0.00739727312723962,0.238961654206554,1.54276621975121,8,0.0702366291385858,"56489_363984","Ikbke","Chr1  cM","Chr1:131182337-131207339(-)","inhibitor of kappaB kinase epsilon","Ikbke","Chr13 q13",NA,"inhibitor of nuclear factor kappa B kinase subunit epsilon"
"305450","24055",1.123987777679,0.419648411576819,0.00739740427143539,0.301492004818989,1.946483550539,8,0.0702366291385858,"24055_305450","Sh3bp2","Chr5  cM","Chr5:34683182-34720985(+)","SH3-domain binding protein 2","Sh3bp2","Chr14 q21",NA,"SH3-domain binding protein 2"
"574531","52855",0.59953888183051,0.224203974989125,0.00749350554151462,0.160107165661106,1.03897059799991,8,0.070611606986567,"52855_574531","Lair1","Chr7  cM","Chr7:4006401-4066178(-)","leukocyte-associated Ig-like receptor 1","Lair1","Chr1",NA,"leukocyte-associated immunoglobulin-like receptor 1"
"297076","231931",0.631162640413782,0.236155100101763,0.00752521455221686,0.168307149448875,1.09401813137869,8,0.0707100904110848,"231931_297076","Gimap6","Chr6  cM","Chr6:48678516-48685159(-)","GTPase, IMAP family member 6","Gimap6","Chr4 q24",NA,"GTPase, IMAP family member 6"
"299242","14744",1.02480312752279,0.383542590517781,0.0075413933226339,0.273073463570747,1.77653279147483,8,0.0707604653992916,"14744_299242","Gpr65","Chr12  cM","Chr12:98234894-98242903(+)","G-protein coupled receptor 65","Gpr65","Chr6 q32",NA,"G-protein coupled receptor 65"
"294048","83490",1.09390537894039,0.409670836674106,0.00758048051517252,0.29096529354275,1.89684546433803,8,0.070962115441751,"83490_294048","Pik3ap1","Chr19  cM","Chr19:41260980-41373541(-)","phosphoinositide-3-kinase adaptor protein 1","Pik3ap1","Chr1 q54",NA,"phosphoinositide-3-kinase adaptor protein 1"
"303538","80861",1.54433277043862,0.578463471604973,0.00759155895422914,0.41056519972087,2.67810034115638,8,0.0709992191230109,"80861_303538","Dhx58","Chr11  cM","Chr11:100585710-100595097(-)","DExH-box helicase 58","Dhx58","Chr10 q31",NA,"DEXH-box helicase 58"
"25695","12609",1.20332456502083,0.450921863107363,0.00761708759897769,0.319533953488702,2.08711517655296,8,0.0711572050576804,"12609_25695","Cebpd","Chr16  cM","Chr16:15705150-15707409(+)","CCAAT/enhancer binding protein delta","Cebpd","Chr11",NA,"CCAAT/enhancer binding protein delta"
"25110","16643",0.911588215557368,0.342043663194029,0.00769603144435749,0.241194954556922,1.58198147655781,8,0.0712622970993204,"16643_25110","Klrd1","Chr6  cM","Chr6:129568745-129575738(+)","killer cell lectin-like receptor, subfamily D, member 1","Klrd1","Chr4 q42",NA,"killer cell lectin like receptor D1"
"360579","20308",1.05055038153118,0.39444539924512,0.00773644321089841,0.277451605143224,1.82364915791914,8,0.0714676243641236,"20308_360579","Ccl9","Chr11  cM","Chr11:83463745-83469462(-)","C-C motif chemokine ligand 9","Ccl9","Chr10 q26",NA,"C-C motif chemokine ligand 9"
"116637","20303",1.18413793766692,0.445559761218826,0.00786896407698181,0.310856852717755,2.05741902261608,8,0.0720473097800047,"20303_116637","Ccl4","Chr11  cM","Chr11:83553410-83555509(+)","C-C motif chemokine ligand 4","Ccl4","Chr10 q26",NA,"C-C motif chemokine ligand 4"
"291983","19171",1.42539130045068,0.536343230734277,0.00786968310053163,0.37417788485964,2.47660471604172,8,0.0720473097800047,"19171_291983","Psmb10","Chr8  cM","Chr8:106662360-106665024(-)","proteasome (prosome, macropain) subunit, beta type 10","Psmb10","Chr19 q12",NA,"proteasome 20S subunit beta 10"
"497942","66102",1.31304666748515,0.495130174502176,0.00800349975924089,0.342609357801853,2.28348397716845,8,0.072474522774469,"66102_497942","Cxcl16","Chr11  cM","Chr11:70345215-70350810(-)","C-X-C motif chemokine ligand 16","Cxcl16","Chr10 q24",NA,"C-X-C motif chemokine ligand 16"
"363578","171285",0.808498954899841,0.305176041101288,0.00806617714671137,0.2103649053968,1.40663300440288,8,0.0729214434136638,"171285_363578","Havcr2","Chr11  cM","Chr11:46345762-46372082(+)","hepatitis A virus cellular receptor 2","Havcr2","Chr10 q21",NA,"hepatitis A virus cellular receptor 2"
"25734","15162",1.76211701463616,0.665142331509315,0.00806746903784796,0.458462000284902,3.06577202898742,8,0.0729214434136638,"15162_25734","Hck","Chr2  cM","Chr2:152950388-152993361(+)","hemopoietic cell kinase","Hck","Chr3 q41",NA,"HCK proto-oncogene, Src family tyrosine kinase"
"60582","16181",1.37755998868822,0.52023006778738,0.00809737751163758,0.357927792150128,2.39719218522632,8,0.0729854082447767,"16181_60582","Il1rn","Chr2  cM","Chr2:24226872-24241503(+)","interleukin 1 receptor antagonist","Il1rn","Chr3 p13",NA,"interleukin 1 receptor antagonist"
"310132","18414",1.54937310662923,0.585252469161461,0.00811232985467637,0.402299345209632,2.69644686804883,8,0.0729854082447767,"18414_310132","Osmr","Chr15  cM","Chr15:6843049-6904434(-)","oncostatin M receptor","Osmr","Chr2 q16",NA,"oncostatin M receptor"
"314004","22169",1.78982815994962,0.676163668359432,0.0081201209654547,0.464571722310649,3.11508459758859,8,0.0729854082447767,"22169_314004","Cmpk2","Chr12  cM","Chr12:26519203-26529836(+)","cytidine/uridine monophosphate kinase 2","Cmpk2","Chr6 q16",NA,"cytidine/uridine monophosphate kinase 2"
"308444","26362",0.722018139704412,0.272932753040472,0.0081592779031844,0.187079773543722,1.2569565058651,8,0.0729854082447767,"26362_308444","Axl","Chr7  cM","Chr7:25456698-25488130(-)","AXL receptor tyrosine kinase","Axl","Chr1 q21",NA,"Axl receptor tyrosine kinase"
"316982","67246",0.647189076715326,0.244678399514847,0.00816764041090157,0.167628225871324,1.12674992755933,8,0.0729854082447767,"67246_316982","Resf1","Chr6  cM","Chr6:149210912-149237161(+)","retroelement silencing factor 1","Resf1","Chr4 q44",NA,"retroelement silencing factor 1"
"116676","19378",0.805819163212487,0.304969941724105,0.00823474054285127,0.208089061065962,1.40354926535901,8,0.0731740657854967,"19378_116676","Aldh1a2","Chr9  cM","Chr9:71123071-71203525(+)","aldehyde dehydrogenase family 1, subfamily A2","Aldh1a2","Chr8 q24",NA,"aldehyde dehydrogenase 1 family, member A2"
"171064","80719",1.20170628508096,0.455059738672004,0.0082718830013074,0.309805586469623,2.0936069836923,8,0.0733082775044818,"80719_171064","Igsf6","Chr7  cM","Chr7:120663290-120673753(-)","immunoglobulin superfamily, member 6","Igsf6","Chr1 q36",NA,"immunoglobulin superfamily, member 6"
"85311","85031",0.952003101689209,0.360685073830408,0.00830455055095041,0.245073347220439,1.65893285615798,8,0.0733625167760562,"85031_85311","Pla1a","Chr16  cM","Chr16:38216479-38253507(-)","phospholipase A1 member A","Pla1a","Chr11 q21",NA,"phospholipase A1 member A"
"24771","20971",0.87563270611332,0.332054905034109,0.00836399196144983,0.2248170513566,1.52644836087004,8,0.0734594506565781,"20971_24771","Sdc4","Chr2  cM","Chr2:164266167-164285512(-)","syndecan 4","Sdc4","Chr3 q42",NA,"syndecan 4"
"25625","21937",0.89502939170671,0.339622025157873,0.00840458352034777,0.229382454040723,1.5606763293727,8,0.0734594506565781,"21937_25625","Tnfrsf1a","Chr6  cM","Chr6:125326686-125339446(+)","tumor necrosis factor receptor superfamily, member 1a","Tnfrsf1a","Chr4 q42",NA,"TNF receptor superfamily member 1A"
"29168","24108",1.01542125200013,0.38584543646943,0.00849641488199391,0.259178092920911,1.77166441107935,8,0.073523630438161,"24108_29168","Ubd","Chr17  cM","Chr17:37504783-37506986(+)","ubiquitin D","Ubd","Chr20 p12",NA,"ubiquitin D"
"57301","12768",1.29207800091647,0.491111299732622,0.00851523129750386,0.329517541039872,2.25463846079306,8,0.073523630438161,"12768_57301","Ccr1","Chr9  cM","Chr9:123762163-123768729(-)","C-C motif chemokine receptor 1","Ccr1","Chr8 q32",NA,"C-C motif chemokine receptor 1"
"83718","29876",0.787903046371017,0.299560244036525,0.00853349066260444,0.200775756859399,1.37503033588264,8,0.073523630438161,"29876_83718","Clic4","Chr4  cM","Chr4:134941280-135000071(-)","chloride intracellular channel 4","Clic4","Chr5 q36",NA,"chloride intracellular channel 4"
"287722","217203",1.34334764515778,0.511212855667435,0.0085947672873521,0.341388859615734,2.34530643069982,8,0.0737077963581228,"217203_287722","Tmem106a","Chr11  cM","Chr11:101473068-101482612(+)","transmembrane protein 106A","Tmem106a","Chr10 q31",NA,"transmembrane protein 106A"
"63865","19141",0.560810046720281,0.213769959238527,0.00870499015556855,0.141828625636172,0.97979146780439,8,0.0742743056595861,"19141_63865","Lgmn","Chr12  cM","Chr12:102360341-102405987(-)","legumain","Lgmn","Chr6 q32",NA,"legumain"
"310756","17454",0.787908467647871,0.300826551247628,0.00881503748345464,0.198299261609127,1.37751767368662,8,0.0745468297011812,"17454_310756","Mov10","Chr3  cM","Chr3:104702152-104725879(-)","Mov10 RISC complex RNA helicase","Mov10","Chr2 q34",NA,"Mov10 RNA helicase"
"89815","20973",0.569706341288785,0.217964379111881,0.00895521994761618,0.142504008316863,0.996908674260707,8,0.0751175100759588,"20973_89815","Syngr2","Chr11  cM","Chr11:117700494-117705109(+)","synaptogyrin 2","Syngr2","Chr10",NA,"synaptogyrin 2"
"301013","66940",1.14277274912831,0.437230722479682,0.00895779506868333,0.285816280133709,1.99972921812292,8,0.0751175100759588,"66940_301013","Shisa5","Chr9  cM","Chr9:108867633-108886845(+)","shisa family member 5","Shisa5","Chr8 q32",NA,"shisa family member 5"
"289785","246177",0.682369791847805,0.261285712181184,0.00901236362925536,0.170259206297786,1.19448037739782,8,0.075178473812221,"246177_289785","Myo1g","Chr11  cM","Chr11:6456548-6470960(-)","myosin IG","Myo1g","Chr14 q21",NA,"myosin IG"
"24484","16009",0.688292528197521,0.26357900319008,0.00901900462518369,0.171687174863996,1.20489788153105,8,0.075178473812221,"16009_24484","Igfbp3","Chr11  cM","Chr11:7156086-7163923(-)","insulin-like growth factor binding protein 3","Igfbp3","Chr14 q21",NA,"insulin-like growth factor binding protein 3"
"24934","27007",1.23274938056357,0.472120056979693,0.00902533436487031,0.307411072504374,2.15808768862277,8,0.075178473812221,"27007_24934","Klrk1","Chr6  cM","Chr6:129587286-129600827(-)","killer cell lectin-like receptor subfamily K, member 1","Klrk1","Chr4 q42",NA,"killer cell lectin like receptor K1"
"364594","142980",1.2579291674979,0.481884493682024,0.0090426595615662,0.313452915172819,2.20240541982299,8,0.0752358978238788,"142980_364594","Tlr3","Chr8  cM","Chr8:45848702-45864112(-)","toll-like receptor 3","Tlr3","Chr16 q11",NA,"toll-like receptor 3"
"316129","18140",0.604134248779257,0.231488983427111,0.00906016922123732,0.15042417844433,1.05784431911419,8,0.0752358978238788,"18140_316129","Uhrf1","Chr17  cM","Chr17:56610405-56630486(+)","ubiquitin-like, containing PHD and RING finger domains, 1","Uhrf1","Chr9 q11",NA,"ubiquitin-like with PHD and ring finger domains 1"
"353250","80885",0.826545928404801,0.316767734721505,0.00907244175345231,0.205692576886314,1.44739927992329,8,0.0752358978238788,"80885_353250","Hcar2","Chr5  cM","Chr5:124001633-124003562(-)","hydroxycarboxylic acid receptor 2","Hcar2","Chr12 q15",NA,"hydroxycarboxylic acid receptor 2"
"311047","227929",1.07593886762685,0.413409373818864,0.00925200694685249,0.265671384070616,1.88620635118307,8,0.0761763839295718,"227929_311047","Cytip","Chr2  cM","Chr2:58019149-58085544(-)","cytohesin 1 interacting protein","Cytip","Chr3 q21",NA,"cytohesin 1 interacting protein"
"364049","75345",1.12885827953815,0.434182500922119,0.0093233911288962,0.277876215013271,1.97984034406303,8,0.0763233142536958,"75345_364049","Slamf7","Chr1  cM","Chr1:171459971-171480603(-)","SLAM family member 7","Slamf7","Chr13 q24",NA,"SLAM family member 7"
"289237","74748",0.879097313387741,0.338436049630508,0.00938973043148578,0.215774845041935,1.54241978173355,8,0.0766709182631018,"74748_289237","Slamf8","Chr1  cM","Chr1:172409325-172418135(-)","SLAM family member 8","Slamf8","Chr13 q24",NA,"SLAM family member 8"
"25291","11745",0.817218720472564,0.314974559574838,0.00947135441144504,0.199879927659516,1.43455751328561,8,0.0770290510772698,"11745_25291","Anxa3","Chr5  cM","Chr5:96941244-96993827(+)","annexin A3","Anxa3","Chr14 p22",NA,"annexin A3"
NA,"100504486",0.783500792335003,0.302110973849989,0.0095026506473561,0.191374164254702,1.3756274204153,8,0.0770950819593223,"100504486_NA",NA,NA,NA,NA,NA,NA,NA,NA
"25298","12424",-0.548217571806915,0.211582312733357,0.0095687241202474,-0.962911284529985,-0.133523859083845,8,0.0773794959448532,"12424_25298","Cck","Chr9  cM","Chr9:121318890-121324728(-)","cholecystokinin","Cck","Chr8 q32",NA,"cholecystokinin"
"79011","235604",-0.504575215543823,0.19508145251069,0.00969604412545385,-0.886927836516536,-0.12222259457111,8,0.0780134823294795,"235604_79011","Camkv","Chr9  cM","Chr9:107813097-107826882(+)","CaM kinase-like vesicle-associated","Camkv","Chr8 q32",NA,"CaM kinase-like vesicle-associated"
"292310","436440",1.10526524767323,0.427486653428149,0.00972388591062185,0.267406803082505,1.94312369226396,8,0.0780538659305064,"436440_292310","Gpr31b","Chr17  cM","Chr17:13270208-13271167(-)","G protein-coupled receptor 31, D17Leh66b region","Gpr31","Chr1 q12",NA,"G protein-coupled receptor 31"
"113906","80888",0.834624482153634,0.322810255165069,0.00972391245872894,0.201928008189914,1.46732095611735,8,0.0780538659305064,"80888_113906","Hspb8","Chr5  cM","Chr5:116546550-116560923(-)","heat shock protein 8","Hspb8","Chr12 q16",NA,"heat shock protein family B (small) member 8"
"360466","106205",0.600967702927637,0.232458574781187,0.00973033462446638,0.145357268459,1.05657813739627,8,0.0780538659305064,"106205_360466","Zc3h7a","Chr16  cM","Chr16:10954458-10994257(-)","zinc finger CCCH type containing 7 A","Zc3h7a","Chr10 q11",NA,"zinc finger CCCH type containing 7 A"
"29143","14824",1.05621593138792,0.409367087093498,0.00987661819946522,0.253871184228593,1.85856067854725,8,0.0787839912169971,"14824_29143","Grn","Chr11  cM","Chr11:102321333-102327635(+)","granulin","Grn","Chr10 q32.1",NA,"granulin precursor"
"29527","19225",1.32275544736259,0.512830899112246,0.00989947824022693,0.317625354943294,2.32788553978188,8,0.0788402979722462,"19225_29527","Ptgs2","Chr1  cM","Chr1:149975851-149983978(+)","prostaglandin-endoperoxide synthase 2","Ptgs2","Chr13 q21",NA,"prostaglandin-endoperoxide synthase 2"
NA,"17951",0.680380339147344,0.264004031054277,0.00996161443828458,0.162941946507567,1.19781873178712,8,0.0790826972789513,"17951_NA","Naip5","Chr13  cM","Chr13:100348247-100382831(-)","NLR family, apoptosis inhibitory protein 5",NA,NA,NA,NA
"64681","78388",1.02893597657535,0.399782432270285,0.0100605888292644,0.245376807673766,1.81249514547693,8,0.0791280541408552,"78388_64681","Mvp","Chr7  cM","Chr7:126586032-126613766(-)","major vault protein","Mvp","Chr1 q37",NA,"major vault protein"
"309104","213002",1.67984082306395,0.652735798495344,0.0100664395071113,0.400502166593081,2.95917947953482,8,0.0791280541408552,"213002_309104","Ifitm6","Chr7  cM","Chr7:140595725-140596805(-)","interferon induced transmembrane protein 6","Ifitm6","Chr1 q41",NA,"interferon induced transmembrane protein 6"
"80897","80898",1.35842935510779,0.52831051706571,0.0101326089352118,0.322959769005266,2.39389894121032,8,0.0792909724057425,"80898_80897","Erap1","Chr13  cM","Chr13:74787692-74841324(+)","endoplasmic reticulum aminopeptidase 1","Erap1","Chr2 q11",NA,"endoplasmic reticulum aminopeptidase 1"
"680172","17191",0.512909166979461,0.199505096397687,0.0101432388267779,0.121886363307804,0.903931970651119,8,0.0792909724057425,"17191_680172","Mbd2","Chr18  cM","Chr18:70701260-70759202(+)","methyl-CpG binding domain protein 2","Mbd2","Chr18 q12.1",NA,"methyl-CpG binding domain protein 2"
"289801","22271",1.09939748677523,0.427709338108086,0.0101571959035264,0.261102588231916,1.93769238531854,8,0.0792909724057425,"22271_289801","Upp1","Chr11  cM","Chr11:9068103-9086170(+)","uridine phosphorylase 1","Upp1","Chr14 q21",NA,"uridine phosphorylase 1"
