"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_142941_coefficient","contrast_142941_log2fc","contrast_142941_tstat","contrast_142941_pvalue"
"5956","1418687_at","11838","Arc","activity regulated cytoskeletal-associated protein",8e-04,0.0029,0.2883,-1.0259,-1.0259,-4.2,8e-04
"5957","1425915_at","224661","Slc26a8","solute carrier family 26, member 8",8e-04,0.0029,0.2884,-0.2455,-0.2455,-4.1999,8e-04
"5958","1449970_at","60594","Capn12","calpain 12",8e-04,0.0029,0.2885,-0.2309,-0.2309,-4.1974,8e-04
"5959","1416990_at","20182","Rxrb","retinoid X receptor beta",8e-04,0.0029,0.2885,-0.1886,-0.1886,-4.1972,8e-04
"5960","1420865_at","22666","Zbtb14","zinc finger and BTB domain containing 14",8e-04,0.0029,0.2885,-0.2503,-0.2503,-4.1969,8e-04
"5961","1457272_at","17128","Smad4","SMAD family member 4",8e-04,0.0029,0.2886,-0.2922,-0.2922,-4.1964,8e-04
"5962","1448770_a_at","11983","Atp5if1","ATP synthase inhibitory factor subunit 1",8e-04,0.0029,0.2886,-0.1845,-0.1845,-4.1963,8e-04
"5963","1425749_at","217517","Stxbp6","syntaxin binding protein 6 (amisyn)",8e-04,0.0029,0.2887,-0.3343,-0.3343,-4.1961,8e-04
"5964","1427551_at","57775","Usp29","ubiquitin specific peptidase 29",8e-04,0.0029,0.2887,-0.2263,-0.2263,-4.196,8e-04
"5965","1428217_at","67912","1600012H06Rik","RIKEN cDNA 1600012H06 gene",8e-04,0.0029,0.2888,-0.1805,-0.1805,-4.1957,8e-04
"5966","1455405_at","19201","Pstpip2","proline-serine-threonine phosphatase-interacting protein 2",8e-04,0.0029,0.2888,-0.2773,-0.2773,-4.1952,8e-04
"5967","1424221_at","96935","Susd4","sushi domain containing 4",8e-04,0.0029,0.2889,-0.2546,-0.2546,-4.195,8e-04
"5968","1422279_at","14349","Fv1","Friend virus susceptibility 1",8e-04,0.0029,0.2889,-0.2936,-0.2936,-4.1945,8e-04
"5969","1438677_at","227937","Pkp4","plakophilin 4",8e-04,0.0029,0.289,-0.2773,-0.2773,-4.1937,8e-04
"5970","1427620_at","78309","Cul9","cullin 9",8e-04,0.0029,0.2891,-0.27,-0.27,-4.1937,8e-04
"5971","1420589_at","15118","Has3","hyaluronan synthase 3",8e-04,0.0029,0.2891,-0.2908,-0.2908,-4.1934,8e-04
"5972","1455927_x_at","67711","Nsmce1","NSE1 homolog, SMC5-SMC6 complex component",8e-04,0.0029,0.2892,0.2338,0.2338,4.193,8e-04
"5973","1449929_at","67117","Dynlt3","dynein light chain Tctex-type 3",8e-04,0.0029,0.2892,-0.2189,-0.2189,-4.1926,8e-04
"5974","1433538_at","277010","Marveld1","MARVEL (membrane-associating) domain containing 1",8e-04,0.0029,0.2892,-0.2161,-0.2161,-4.1921,8e-04
"5975","1438178_x_at","108888","Atad3a","ATPase family, AAA domain containing 3A",8e-04,0.0029,0.2893,-0.1983,-0.1983,-4.1917,8e-04
"5976","1417690_at","19082","Prkag1","protein kinase, AMP-activated, gamma 1 non-catalytic subunit",8e-04,0.0029,0.2893,-0.1972,-0.1972,-4.1914,8e-04
"5977","1419321_at","14068","F7","coagulation factor VII",8e-04,0.0029,0.2894,0.3596,0.3596,4.1912,8e-04
"5978","1433659_at","51885","Tubgcp4","tubulin, gamma complex component 4",8e-04,0.0029,0.2894,-0.2336,-0.2336,-4.1906,8e-04
"5979","1435578_s_at","13131","Dab1","disabled 1",8e-04,0.0029,0.2895,-0.4962,-0.4962,-4.1903,8e-04
"5980","1438932_at","19395","Rasgrp2","RAS, guanyl releasing protein 2",8e-04,0.0029,0.2895,-0.5577,-0.5577,-4.1897,8e-04
"5981","1416117_at","50793","Orc3","origin recognition complex, subunit 3",8e-04,0.0029,0.2896,-0.1673,-0.1673,-4.189,8e-04
"5982","1423689_a_at","67839","Gpsm1","G-protein signalling modulator 1 (AGS3-like, C. elegans)",8e-04,0.0029,0.2896,-0.3809,-0.3809,-4.1891,8e-04
"5983","1435041_at","17904","Myl6","myosin, light polypeptide 6, alkali, smooth muscle and non-muscle",8e-04,0.0029,0.2896,-0.2217,-0.2217,-4.1889,8e-04
"5984","1427464_s_at","14828","Hspa5","heat shock protein 5",8e-04,0.0029,0.2897,0.4496,0.4496,4.1887,8e-04
"5985","1428955_x_at","65962","Nherf2","NHERF family PDZ scaffold protein 2",8e-04,0.0029,0.2897,-0.213,-0.213,-4.1883,8e-04
"5986","1434579_x_at","225887","Ndufs8","NADH:ubiquinone oxidoreductase core subunit S8",8e-04,0.0029,0.2898,-0.1953,-0.1953,-4.1869,8e-04
"5987","1427978_at","230648","Efcab14","EF-hand calcium binding domain 14",8e-04,0.0029,0.2898,0.2812,0.2812,4.1865,8e-04
"5988","1456032_x_at","51788","H2az1","H2A.Z variant histone 1",8e-04,0.0029,0.2899,-0.2961,-0.2961,-4.1863,8e-04
"5989","1450853_at","21888","Tle4","transducin-like enhancer of split 4",8e-04,0.0029,0.29,0.2584,0.2584,4.186,8e-04
"5990","1432188_s_at","69912","Nup43","nucleoporin 43",8e-04,0.0029,0.29,-0.1899,-0.1899,-4.1857,8e-04
"5991","1449740_s_at","13511","Dsg2","desmoglein 2",8e-04,0.0029,0.29,-0.3912,-0.3912,-4.1854,8e-04
"5992","1423430_at","18432","Mybbp1a","MYB binding protein (P160) 1a",8e-04,0.0029,0.2901,0.2312,0.2312,4.1851,8e-04
"5993","1421468_at","16519","Kcnj3","potassium inwardly-rectifying channel, subfamily J, member 3",8e-04,0.0029,0.2901,-0.351,-0.351,-4.1836,8e-04
"5994","1419072_at","68312","Gstm7","glutathione S-transferase, mu 7",9e-04,0.0029,0.2902,-0.6189,-0.6189,-4.183,9e-04
"5995","1419645_at","108062","Cstf2","cleavage stimulation factor, 3' pre-RNA subunit 2",9e-04,0.0029,0.2902,-0.183,-0.183,-4.1824,9e-04
"5996","1421928_at","13838","Epha4","Eph receptor A4",9e-04,0.0029,0.2903,-0.6058,-0.6058,-4.1823,9e-04
"5997","1416722_at","66867","Hmg20a","high mobility group 20A",9e-04,0.0029,0.2903,-0.1793,-0.1793,-4.1822,9e-04
"5998","1423627_at","18104","Nqo1","NAD(P)H dehydrogenase, quinone 1",9e-04,0.0029,0.2904,-0.2817,-0.2817,-4.1818,9e-04
"5999","1433494_at","100503659","Cbarp","calcium channel, voltage-dependent, beta subunit associated regulatory protein",9e-04,0.0029,0.2904,-0.3493,-0.3493,-4.1817,9e-04
"6000","1416775_at","66349","Dmac2","distal membrane arm assembly complex 2",9e-04,0.0029,0.2905,-0.3095,-0.3095,-4.1815,9e-04
"6001","1422678_at","67800","Dgat2","diacylglycerol O-acyltransferase 2",9e-04,0.0029,0.2905,-0.4159,-0.4159,-4.1811,9e-04
"6002","1449620_s_at","11515","Adcy9","adenylate cyclase 9",9e-04,0.0029,0.2906,-0.4592,-0.4592,-4.181,9e-04
"6003","1416407_at","18611","Pea15a","proliferation and apoptosis adaptor protein 15A",9e-04,0.0029,0.2906,-0.1777,-0.1777,-4.1801,9e-04
"6004","1448110_at","20351","Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",9e-04,0.003,0.2907,0.3615,0.3615,4.1781,9e-04
"6005","1415685_at","76784","Mtif2","mitochondrial translational initiation factor 2",9e-04,0.003,0.2907,-0.2201,-0.2201,-4.178,9e-04
"6006","1425064_at","11863","Arnt","aryl hydrocarbon receptor nuclear translocator",9e-04,0.003,0.2908,-0.1648,-0.1648,-4.177,9e-04
"6007","1419231_s_at","268482","Krt12","keratin 12",9e-04,0.003,0.2908,-0.9058,-0.9058,-4.1769,9e-04
"6008","1416755_at","81489","Dnajb1","DnaJ heat shock protein family (Hsp40) member B1",9e-04,0.003,0.2909,-0.3302,-0.3302,-4.1763,9e-04
"6009","1438961_s_at","104184","Blmh","bleomycin hydrolase",9e-04,0.003,0.2909,-0.1615,-0.1615,-4.1756,9e-04
"6010","1427257_at","13003","Vcan","versican",9e-04,0.003,0.291,0.356,0.356,4.1756,9e-04
"6011","1417529_at","19337","Rab33a","RAB33A, member RAS oncogene family",9e-04,0.003,0.291,-0.3547,-0.3547,-4.1754,9e-04
"6012","1460464_at","381820","Smim10l1","small integral membrane protein 10 like 1",9e-04,0.003,0.2911,-0.2627,-0.2627,-4.1751,9e-04
"6013","1427896_at","71954","Suds3","suppressor of defective silencing 3 homolog (S. cerevisiae)",9e-04,0.003,0.2911,-0.2838,-0.2838,-4.1747,9e-04
"6014","1448172_at","17449","Mdh1","malate dehydrogenase 1, NAD (soluble)",9e-04,0.003,0.2911,-0.2038,-0.2038,-4.1738,9e-04
"6015","1449245_at","14813","Grin2c","glutamate receptor, ionotropic, NMDA2C (epsilon 3)",9e-04,0.003,0.2912,-0.9442,-0.9442,-4.1737,9e-04
"6016","1420336_at","66548","Adamtsl5","ADAMTS-like 5",9e-04,0.003,0.2913,-0.148,-0.148,-4.1727,9e-04
"6017","1450240_a_at","269589","Sytl1","synaptotagmin-like 1",9e-04,0.003,0.2913,-0.2398,-0.2398,-4.1727,9e-04
"6018","1434697_at","13209","Ddx6","DEAD-box helicase 6",9e-04,0.003,0.2915,-0.1615,-0.1615,-4.1718,9e-04
"6019","1456227_x_at","245688","Rbbp7","retinoblastoma binding protein 7, chromatin remodeling factor",9e-04,0.003,0.2914,0.222,0.222,4.1718,9e-04
"6020","1438634_x_at","16796","Lasp1","LIM and SH3 protein 1",9e-04,0.003,0.2915,-0.2754,-0.2754,-4.1718,9e-04
"6021","1417006_at","66199","Commd4","COMM domain containing 4",9e-04,0.003,0.2915,-0.1465,-0.1465,-4.17,9e-04
"6022","1418549_at","12640","Cga","glycoprotein hormones, alpha subunit",9e-04,0.003,0.2916,-0.2708,-0.2708,-4.1697,9e-04
"6023","1422749_at","68468","Ly6g6c","lymphocyte antigen 6 family member G6C",9e-04,0.003,0.2916,-0.2259,-0.2259,-4.1693,9e-04
"6024","1453260_a_at","71978","Ppp2r2a","protein phosphatase 2, regulatory subunit B, alpha",9e-04,0.003,0.2917,0.2995,0.2995,4.1687,9e-04
"6025","1448960_at","67393","Cxxc5","CXXC finger 5",9e-04,0.003,0.2917,-0.3466,-0.3466,-4.1677,9e-04
"6026","1419101_at","20466","Sin3a","transcriptional regulator, SIN3A (yeast)",9e-04,0.003,0.2918,-0.1773,-0.1773,-4.1662,9e-04
"6027","1423125_at","13175","Dclk1","doublecortin-like kinase 1",9e-04,0.003,0.2918,-0.3073,-0.3073,-4.1659,9e-04
"6028","1427283_at","214162","Kmt2a","lysine (K)-specific methyltransferase 2A",9e-04,0.003,0.2919,-0.2304,-0.2304,-4.1654,9e-04
"6029","1425386_at","74614","Ocstamp","osteoclast stimulatory transmembrane protein",9e-04,0.003,0.2919,0.3287,0.3287,4.1655,9e-04
"6030","1450643_s_at","14081","Acsl1","acyl-CoA synthetase long-chain family member 1",9e-04,0.003,0.292,-0.262,-0.262,-4.1651,9e-04
"6031","1423076_at","66616","Snx9","sorting nexin 9",9e-04,0.003,0.2921,-0.1622,-0.1622,-4.1645,9e-04
"6032","1422578_at","12974","Cs","citrate synthase",9e-04,0.003,0.2921,-0.1568,-0.1568,-4.1644,9e-04
"6033","1427286_at","52897","Rbfox3","RNA binding protein, fox-1 homolog (C. elegans) 3",9e-04,0.003,0.2922,-0.7533,-0.7533,-4.1643,9e-04
"6034","1426523_a_at","67980","Gnpda2","glucosamine-6-phosphate deaminase 2",9e-04,0.003,0.2922,-0.3294,-0.3294,-4.164,9e-04
"6035","1422595_s_at","66641","Sike1","suppressor of IKBKE 1",9e-04,0.003,0.2922,-0.1972,-0.1972,-4.1638,9e-04
"6036","1428760_at","77634","Snapc3","small nuclear RNA activating complex, polypeptide 3",9e-04,0.003,0.2923,-0.3154,-0.3154,-4.1638,9e-04
"6037","1421603_a_at","26367","Ceacam2","CEA cell adhesion molecule 2",9e-04,0.003,0.2923,-0.2277,-0.2277,-4.1634,9e-04
"6038","1437489_x_at","66925","Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein",9e-04,0.003,0.2924,-0.2023,-0.2023,-4.1632,9e-04
"6039","1417763_at","107513","Ssr1","signal sequence receptor, alpha",9e-04,0.003,0.2926,0.2266,0.2266,4.1627,9e-04
"6040","1449148_a_at","18685","Phtf1","putative homeodomain transcription factor 1",9e-04,0.003,0.2925,-0.1948,-0.1948,-4.1627,9e-04
"6041","1418843_at","22785","Slc30a4","solute carrier family 30 (zinc transporter), member 4",9e-04,0.003,0.2924,-0.3267,-0.3267,-4.1629,9e-04
"6042","1431062_a_at","20336","Exoc4","exocyst complex component 4",9e-04,0.003,0.2926,-0.166,-0.166,-4.1608,9e-04
"6043","1426459_s_at","106064","Rimoc1","RAB7A interacting MON1-CCZ1 complex subunit 1",9e-04,0.003,0.2926,-0.2267,-0.2267,-4.1604,9e-04
"6044","1452206_at","20916","Sucla2","succinate-Coenzyme A ligase, ADP-forming, beta subunit",9e-04,0.003,0.2927,-0.206,-0.206,-4.1603,9e-04
"6045","1429456_a_at","26939","Polr3e","polymerase (RNA) III (DNA directed) polypeptide E",9e-04,0.003,0.2927,-0.4634,-0.4634,-4.1601,9e-04
"6046","1460691_at","213753","Zfp598","zinc finger protein 598",9e-04,0.003,0.2928,-0.1661,-0.1661,-4.1598,9e-04
"6047","1418092_s_at","106628","Trip10","thyroid hormone receptor interactor 10",9e-04,0.003,0.2928,0.2374,0.2374,4.1595,9e-04
"6048","1424682_at","68080","Gpn3","GPN-loop GTPase 3",9e-04,0.003,0.2929,-0.2612,-0.2612,-4.1594,9e-04
"6049","1416862_at","20844","Stam","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1",9e-04,0.003,0.2929,-0.2718,-0.2718,-4.1593,9e-04
"6050","1452681_at","21915","Dtymk","deoxythymidylate kinase",9e-04,0.0031,0.293,-0.2304,-0.2304,-4.158,9e-04
"6051","1420561_at","26946","Trpc7","transient receptor potential cation channel, subfamily C, member 7",9e-04,0.0031,0.293,-0.2107,-0.2107,-4.1579,9e-04
"6052","1424535_at","67590","Tctn3","tectonic family member 3",9e-04,0.0031,0.2931,-0.2344,-0.2344,-4.157,9e-04
"6053","1422015_a_at","74610","Abcb8","ATP-binding cassette, sub-family B member 8",9e-04,0.0031,0.2931,-0.2273,-0.2273,-4.1568,9e-04
"6054","1416672_s_at","94178","Mcoln1","mucolipin 1",9e-04,0.0031,0.2932,-0.1779,-0.1779,-4.1564,9e-04
"6055","1450197_at","19892","Rpe65","retinal pigment epithelium 65",9e-04,0.0031,0.2932,-0.3122,-0.3122,-4.156,9e-04
"6056","1423369_at","14265","Fmr1","fragile X messenger ribonucleoprotein 1",9e-04,0.0031,0.2933,0.2434,0.2434,4.156,9e-04
"6057","1426524_at","67980","Gnpda2","glucosamine-6-phosphate deaminase 2",9e-04,0.0031,0.2933,-0.2493,-0.2493,-4.1557,9e-04
"6058","1437131_x_at","66419","Mrpl11","mitochondrial ribosomal protein L11",9e-04,0.0031,0.2934,-0.1567,-0.1567,-4.1546,9e-04
"6059","1448769_at","110172","Slc35b1","solute carrier family 35, member B1",9e-04,0.0031,0.2934,0.1982,0.1982,4.1543,9e-04
"6060","1416367_at","66117","Fmc1","formation of mitochondrial complex V assembly factor 1",9e-04,0.0031,0.2935,-0.2301,-0.2301,-4.1536,9e-04
"6061","1415943_at","20969","Sdc1","syndecan 1",9e-04,0.0031,0.2936,0.7886,0.7886,4.1535,9e-04
"6062","1425568_a_at","67878","Tmem33","transmembrane protein 33",9e-04,0.0031,0.2936,0.2241,0.2241,4.1536,9e-04
"6063","1426957_at","27223","Trp53bp1","transformation related protein 53 binding protein 1",9e-04,0.0031,0.2937,-0.236,-0.236,-4.1516,9e-04
"6064","1448501_at","56496","Tspan6","tetraspanin 6",9e-04,0.0031,0.2937,-0.3577,-0.3577,-4.1512,9e-04
"6065","1452517_at","211945","Plekhh1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1",9e-04,0.0031,0.2938,-0.3685,-0.3685,-4.151,9e-04
"6066","1451460_a_at","108114","Slc22a7","solute carrier family 22 (organic anion transporter), member 7",9e-04,0.0031,0.2937,-0.2422,-0.2422,-4.151,9e-04
"6067","1427730_a_at","22661","Zfp148","zinc finger protein 148",9e-04,0.0031,0.2938,-0.2396,-0.2396,-4.1508,9e-04
"6068","1456543_at","58182","Prokr1","prokineticin receptor 1",9e-04,0.0031,0.2939,0.2309,0.2309,4.1503,9e-04
"6069","1450742_at","53414","Bysl","bystin-like",9e-04,0.0031,0.2939,-0.234,-0.234,-4.1503,9e-04
"6070","1424817_at","70997","Spef1","sperm flagellar 1",9e-04,0.0031,0.294,-0.2932,-0.2932,-4.1491,9e-04
"6071","1424284_at","99011","Pomt1","protein-O-mannosyltransferase 1",9e-04,0.0031,0.294,-0.221,-0.221,-4.1487,9e-04
"6072","1452353_at","68526","Gpr155","G protein-coupled receptor 155",9e-04,0.0031,0.2941,-0.4263,-0.4263,-4.1485,9e-04
"6073","1426532_at","66505","Zmynd11","zinc finger, MYND domain containing 11",9e-04,0.0031,0.2941,-0.2961,-0.2961,-4.1482,9e-04
"6074","1448714_at","24018","Rngtt","RNA guanylyltransferase and 5'-phosphatase",9e-04,0.0031,0.2941,-0.1623,-0.1623,-4.1482,9e-04
"6075","1448675_at","52231","Ankzf1","ankyrin repeat and zinc finger domain containing 1",9e-04,0.0031,0.2943,-0.2586,-0.2586,-4.1471,9e-04
"6076","1449415_at","68058","Chd1l","chromodomain helicase DNA binding protein 1-like",9e-04,0.0031,0.2942,-0.1682,-0.1682,-4.1471,9e-04
"6077","1451002_at","11429","Aco2","aconitase 2, mitochondrial",9e-04,0.0031,0.2942,-0.3117,-0.3117,-4.1471,9e-04
"6078","1423060_at","18813","Pa2g4","proliferation-associated 2G4",9e-04,0.0031,0.2943,0.179,0.179,4.147,9e-04
"6079","1460718_s_at","56462","Mtch1","mitochondrial carrier 1",9e-04,0.0031,0.2944,-0.3328,-0.3328,-4.1468,9e-04
"6080","1420885_a_at","20370","Sez6","seizure related gene 6",9e-04,0.0031,0.2944,-0.2534,-0.2534,-4.1461,9e-04
"6081","1449121_at","14105","Srsf10","serine and arginine-rich splicing factor 10",9e-04,0.0031,0.2945,-0.2473,-0.2473,-4.1454,9e-04
"6082","1450730_at","23908","Hs2st1","heparan sulfate 2-O-sulfotransferase 1",9e-04,0.0031,0.2945,-0.1944,-0.1944,-4.1451,9e-04
"6083","1452545_a_at","16412","Itgb1","integrin beta 1 (fibronectin receptor beta)",9e-04,0.0031,0.2946,0.1923,0.1923,4.144,9e-04
"6084","1428080_at","72542","Pgam5","phosphoglycerate mutase family member 5",9e-04,0.0031,0.2947,-0.183,-0.183,-4.1429,9e-04
"6085","1449476_at","26448","Mok","MOK protein kinase",9e-04,0.0031,0.2947,-0.224,-0.224,-4.1427,9e-04
"6086","1417948_s_at","67781","Ilf2","interleukin enhancer binding factor 2",9e-04,0.0031,0.2948,-0.2175,-0.2175,-4.1423,9e-04
"6087","1422407_s_at","15461","Hras","Harvey rat sarcoma virus oncogene",9e-04,0.0031,0.2948,-0.3007,-0.3007,-4.1423,9e-04
"6088","1460321_at","269784","Cntn4","contactin 4",9e-04,0.0031,0.2949,-0.2527,-0.2527,-4.1417,9e-04
"6089","1423526_at","56380","Arid3b","AT-rich interaction domain 3B",9e-04,0.0032,0.295,-0.3314,-0.3314,-4.1382,9e-04
"6090","1426241_a_at","29871","Scmh1","sex comb on midleg homolog 1",9e-04,0.0032,0.295,-0.2322,-0.2322,-4.1378,9e-04
"6091","1434695_at","76843","Dtl","denticleless E3 ubiquitin protein ligase",9e-04,0.0032,0.2951,0.4953,0.4953,4.1375,9e-04
"6092","1423010_at","50720","Sacs","sacsin",9e-04,0.0032,0.2952,-0.3989,-0.3989,-4.1371,9e-04
"6093","1418172_at","15199","Hebp1","heme binding protein 1",9e-04,0.0032,0.2951,-0.3895,-0.3895,-4.1374,9e-04
"6094","1454979_at","13367","Diaph1","diaphanous related formin 1",9e-04,0.0032,0.2952,0.201,0.201,4.1372,9e-04
"6095","1419046_at","59053","Hgh1","HGH1 homolog",9e-04,0.0032,0.2953,-0.2211,-0.2211,-4.1365,9e-04
"6096","1435214_at","118454","Gjc2","gap junction protein, gamma 2",9e-04,0.0032,0.2954,-0.2637,-0.2637,-4.1355,9e-04
"6097","1423161_s_at","114715","Spred1","sprouty protein with EVH-1 domain 1, related sequence",9e-04,0.0032,0.2954,0.3128,0.3128,4.1354,9e-04
"6098","1427933_at","233405","Vps33b","vacuolar protein sorting 33B",9e-04,0.0032,0.2955,-0.232,-0.232,-4.1348,9e-04
"6099","1450977_s_at","17988","Ndrg1","N-myc downstream regulated gene 1",9e-04,0.0032,0.2955,-0.429,-0.429,-4.1343,9e-04
"6100","1425213_at","76886","Fam81a","family with sequence similarity 81, member A",9e-04,0.0032,0.2956,-0.7005,-0.7005,-4.1334,9e-04
"6101","1449437_at","28040","D6Wsu163e","DNA segment, Chr 6, Wayne State University 163, expressed",9e-04,0.0032,0.2957,0.1776,0.1776,4.1329,9e-04
"6102","1453324_at","66164","Nip7","NIP7, nucleolar pre-rRNA processing protein",9e-04,0.0032,0.2957,-0.3272,-0.3272,-4.1329,9e-04
"6103","1417300_at","100340","Smpdl3b","sphingomyelin phosphodiesterase, acid-like 3B",9e-04,0.0032,0.2958,0.4751,0.4751,4.1327,9e-04
"6104","1448364_at","12452","Ccng2","cyclin G2",9e-04,0.0032,0.2958,-0.5803,-0.5803,-4.1313,9e-04
"6105","1456724_x_at","216853","Wrap53","WD repeat containing, antisense to Trp53",9e-04,0.0032,0.2959,-0.2251,-0.2251,-4.131,9e-04
"6106","1421327_at","17756","Map2","microtubule-associated protein 2",9e-04,0.0032,0.2959,0.1644,0.1644,4.1305,9e-04
"6107","1427236_a_at","69188","Kmt2e","lysine (K)-specific methyltransferase 2E",9e-04,0.0032,0.296,-0.2951,-0.2951,-4.1296,9e-04
"6108","1452495_at","13522","Adam28","a disintegrin and metallopeptidase domain 28",9e-04,0.0032,0.296,-0.2099,-0.2099,-4.1292,9e-04
"6109","1452327_at","232227","Iqsec1","IQ motif and Sec7 domain 1",9e-04,0.0032,0.296,-0.2053,-0.2053,-4.1286,9e-04
"6110","1419353_at","13480","Dpm1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic",9e-04,0.0032,0.2961,-0.2469,-0.2469,-4.1285,9e-04
"6111","1423293_at","68275","Rpa1","replication protein A1",9e-04,0.0032,0.2961,-0.2172,-0.2172,-4.1279,9e-04
"6112","1453016_at","72938","Ift25","intraflagellar transport 25",9e-04,0.0032,0.2962,-0.3057,-0.3057,-4.1277,9e-04
"6113","1416123_at","12444","Ccnd2","cyclin D2",0.001,0.0032,0.2962,0.4961,0.4961,4.1274,0.001
"6114","1423599_a_at","67466","Pdcl","phosducin-like",0.001,0.0032,0.2963,-0.2102,-0.2102,-4.127,0.001
"6115","1451883_at","620316","BC002189","cDNA sequence BC002189",0.001,0.0032,0.2963,-0.2243,-0.2243,-4.1265,0.001
"6116","1449010_at","18415","Hspa4l","heat shock protein 4 like",0.001,0.0032,0.2964,-0.3568,-0.3568,-4.1252,0.001
"6117","1425790_a_at","14806","Grik2","glutamate receptor, ionotropic, kainate 2 (beta 2)",0.001,0.0032,0.2964,-0.2629,-0.2629,-4.1248,0.001
"6118","1449552_at","22763","Zfr","zinc finger RNA binding protein",0.001,0.0032,0.2965,-0.221,-0.221,-4.1244,0.001
"6119","1434854_a_at","67097","Rps10","ribosomal protein S10",0.001,0.0032,0.2965,0.1917,0.1917,4.1237,0.001
"6120","1448499_a_at","13850","Ephx2","epoxide hydrolase 2, cytoplasmic",0.001,0.0032,0.2966,-0.3459,-0.3459,-4.1233,0.001
"6121","1428362_at","13690","Eif4g2","eukaryotic translation initiation factor 4, gamma 2",0.001,0.0032,0.2967,-0.1834,-0.1834,-4.1231,0.001
"6122","1449524_at","13607","Eda","ectodysplasin-A",0.001,0.0032,0.2966,-0.1642,-0.1642,-4.1232,0.001
"6123","1451022_at","16974","Lrp6","low density lipoprotein receptor-related protein 6",0.001,0.0032,0.2967,-0.2412,-0.2412,-4.123,0.001
"6124","1422431_at","107528","Magee1","MAGE family member E1",0.001,0.0032,0.2968,-0.2219,-0.2219,-4.1223,0.001
"6125","1421586_a_at","17221","Cd46","CD46 antigen, complement regulatory protein",0.001,0.0032,0.2968,-0.2023,-0.2023,-4.1216,0.001
"6126","1418433_at","12283","Cab39","calcium binding protein 39",0.001,0.0032,0.2969,-0.2035,-0.2035,-4.1215,0.001
"6127","1451152_a_at","11931","Atp1b1","ATPase, Na+/K+ transporting, beta 1 polypeptide",0.001,0.0032,0.297,-0.1527,-0.1527,-4.121,0.001
"6128","1423007_a_at","14586","Gfra2","glial cell line derived neurotrophic factor family receptor alpha 2",0.001,0.0032,0.297,-0.2184,-0.2184,-4.1208,0.001
"6129","1424413_at","70155","Ogfrl1","opioid growth factor receptor-like 1",0.001,0.0032,0.2971,-0.3326,-0.3326,-4.1203,0.001
"6130","1460643_at","13716","Ell","elongation factor RNA polymerase II",0.001,0.0033,0.2971,-0.2011,-0.2011,-4.1192,0.001
"6131","1460286_at","56526","Septin6","septin 6",0.001,0.0033,0.2972,-0.3161,-0.3161,-4.1191,0.001
"6132","1416128_at","22146","Tuba1c","tubulin, alpha 1C",0.001,0.0033,0.2972,0.2524,0.2524,4.1184,0.001
"6133","1452020_a_at","30954","Siva1","SIVA1, apoptosis-inducing factor",0.001,0.0033,0.2973,-0.1344,-0.1344,-4.1182,0.001
"6134","1418266_at","11686","Alox12b","arachidonate 12-lipoxygenase, 12R type",0.001,0.0033,0.2973,-0.3217,-0.3217,-4.118,0.001
"6135","1452603_at","226162","Dpcd","deleted in primary ciliary dyskinesia",0.001,0.0033,0.2974,0.3387,0.3387,4.1155,0.001
"6136","1429240_at","170459","Stard4","StAR related lipid transfer domain containing 4",0.001,0.0033,0.2975,-0.3325,-0.3325,-4.1152,0.001
"6137","1430999_a_at","56367","Scoc","short coiled-coil protein",0.001,0.0033,0.2975,-0.3091,-0.3091,-4.1152,0.001
"6138","1419515_at","26382","Fgd2","FYVE, RhoGEF and PH domain containing 2",0.001,0.0033,0.2975,0.2911,0.2911,4.115,0.001
"6139","1417149_at","18452","P4ha2","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide",0.001,0.0033,0.2976,-0.3159,-0.3159,-4.1148,0.001
"6140","1426461_at","216558","Ugp2","UDP-glucose pyrophosphorylase 2",0.001,0.0033,0.2976,-0.1932,-0.1932,-4.1149,0.001
"6141","1456604_a_at","18537","Pcmt1","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1",0.001,0.0033,0.2977,-0.232,-0.232,-4.1146,0.001
"6142","1427916_at","229681","St7l","suppression of tumorigenicity 7-like",0.001,0.0033,0.2979,0.248,0.248,4.1131,0.001
"6143","1450980_at","70359","Gtpbp3","GTP binding protein 3",0.001,0.0033,0.2979,-0.1735,-0.1735,-4.1126,0.001
"6144","1450465_at","12570","Cdk5r2","cyclin dependent kinase 5, regulatory subunit 2",0.001,0.0033,0.298,-0.2785,-0.2785,-4.1125,0.001
"6145","1437024_at","77626","Smpd4","sphingomyelin phosphodiesterase 4",0.001,0.0033,0.298,-0.1936,-0.1936,-4.1124,0.001
"6146","1448481_at","18010","Neu1","neuraminidase 1",0.001,0.0033,0.2981,-0.2571,-0.2571,-4.1122,0.001
"6147","1453077_a_at","77634","Snapc3","small nuclear RNA activating complex, polypeptide 3",0.001,0.0033,0.2981,-0.2793,-0.2793,-4.1116,0.001
