"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_84556_coefficient","contrast_84556_log2fc","contrast_84556_tstat","contrast_84556_pvalue"
"5237","A_51_P379230","17132","Maf","MAF bZIP transcription factor",0.0386,0.1987,0.1941,-2.1798,-2.1798,-1.2985,0.2119
"5238","A_52_P212025","26563","Ror1","receptor tyrosine kinase-like orphan receptor 1",0.0386,0.1987,0.1941,-3.7184,-3.7184,-3.2774,0.0069
"5239","A_51_P152463","13525","Adam26a","ADAM metallopeptidase domain 26A",0.0386,0.1989,0.1942,0.5701,0.5701,0.6201,0.5437
"5240","A_51_P406365","68877","Maf1","MAF1 homolog, negative regulator of RNA polymerase III",0.0386,0.199,0.1942,1.8886,1.8886,2.0924,0.0532
"5241","A_52_P199058","20218","Khdrbs1","KH domain containing, RNA binding, signal transduction associated 1",0.0386,0.199,0.1942,1.8211,1.8211,2.5601,0.0184
"5242","A_52_P584058","117198","Ivns1abp","influenza virus NS1A binding protein",0.0387,0.1991,0.1942,2.1908,2.1908,2.3024,0.0355
"5243","A_52_P52849","55987","Cpxm2","carboxypeptidase X, M14 family member 2",0.0387,0.1991,0.1943,-3.9189,-3.9189,-2.3609,0.0387
"5244","A_52_P56634","26403","Map3k11","mitogen-activated protein kinase kinase kinase 11",0.0387,0.1991,0.1943,-0.0414,-0.0414,-0.0459,0.9639
"5245","A_51_P481494","19649","Robo3","roundabout guidance receptor 3",0.0387,0.1993,0.1943,-1.6557,-1.6557,-1.3019,0.2119
"5246","A_51_P267388","112403","Dxo","decapping exoribonuclease",0.0387,0.1993,0.1944,0.5103,0.5103,0.7583,0.4573
"5247","A_52_P639229","224014","Fgd4","FYVE, RhoGEF and PH domain containing 4",0.0387,0.1993,0.1944,1.9263,1.9263,1.6186,0.1244
"5248","A_52_P612682","210766","Brcc3","BRCA1/BRCA2-containing complex, subunit 3",0.0388,0.1995,0.1944,1.3326,1.3326,1.5073,0.1506
"5249","A_51_P362903","64655","Mrps22","mitochondrial ribosomal protein S22",0.0388,0.1996,0.1945,-3.3181,-3.3181,-2.4981,0.0326
"5250","A_51_P325776","246277","Csad","cysteine sulfinic acid decarboxylase",0.0388,0.1996,0.1945,-6.5092,-6.5092,-4.3008,0.0017
"5251","A_52_P840743","667931","Gm8883","predicted gene 8883",0.0388,0.1996,0.1945,2.0133,2.0133,1.1863,0.2594
"5252","A_51_P401343","56173","Cldn14","claudin 14",0.0389,0.2,0.1947,1.4857,1.4857,1.3427,0.194
"5253","A_52_P394652","20679","Sox6","SRY (sex determining region Y)-box 6",0.039,0.2002,0.1947,1.9201,1.9201,1.872,0.0763
"5254","A_52_P369282","66874","Ncbp3","nuclear cap binding subunit 3",0.039,0.2003,0.1947,-3.7924,-3.7924,-2.8572,0.0149
"5255","A_52_P586443","18710","Pik3r3","phosphoinositide-3-kinase regulatory subunit 3",0.039,0.2004,0.1948,-4.2479,-4.2479,-3.2959,0.0051
"5256","A_51_P326542","83945","Dnaja3","DnaJ heat shock protein family (Hsp40) member A3",0.039,0.2004,0.1948,-2.2212,-2.2212,-1.8548,0.0855
"5257","A_52_P267275","71481","Alpk1","alpha-kinase 1",0.0391,0.2004,0.1949,0.7112,0.7112,1.0216,0.3201
"5258","A_51_P182144","56176","Pigp","phosphatidylinositol glycan anchor biosynthesis, class P",0.0391,0.2006,0.1949,-4.3645,-4.3645,-2.4924,0.0391
"5259","A_52_P762777","102632436","Gm11872","predicted gene 11872",0.0391,0.2007,0.1949,0.9766,0.9766,1.1916,0.2477
"5260","A_52_P81562","13629","Eef2","eukaryotic translation elongation factor 2",0.0392,0.201,0.195,-3.5697,-3.5697,-2.4327,0.0392
"5261","A_51_P106443","67534","Ttll4","tubulin tyrosine ligase-like family, member 4",0.0392,0.201,0.1951,1.3088,1.3088,1.9222,0.0693
"5262","A_52_P331981","22787","Zp2","zona pellucida glycoprotein 2",0.0393,0.2013,0.1951,1.9081,1.9081,1.198,0.2549
"5263","A_51_P277345","20409","Ostf1","osteoclast stimulating factor 1",0.0393,0.2014,0.1952,2.6833,2.6833,2.2823,0.0338
"5264","A_51_P105178","20677","Sox4","SRY (sex determining region Y)-box 4",0.0393,0.2014,0.1952,2.7507,2.7507,1.5577,0.1463
"5265","A_52_P45170","70380","Mospd1","motile sperm domain containing 1",0.0393,0.2014,0.1952,3.1347,3.1347,2.7035,0.0186
"5266","A_51_P247393","212124","Cfap46","cilia and flagella associated protein 46",0.0393,0.2015,0.1953,-1.6096,-1.6096,-0.945,0.364
"5267","A_52_P481221","75698","Shld2","shieldin complex subunit 2",0.0394,0.2015,0.1953,1.4839,1.4839,1.7139,0.1024
"5268","A_52_P438210","15931","Ids","iduronate 2-sulfatase",0.0394,0.2017,0.1954,-1.8711,-1.8711,-2.3004,0.0367
"5269","A_52_P91043","71338","Tprg1","transformation related protein 63 regulated 1",0.0394,0.2017,0.1954,1.1173,1.1173,0.7315,0.4761
"5270","A_52_P534411","50793","Orc3","origin recognition complex, subunit 3",0.0395,0.202,0.1954,1.4495,1.4495,1.5516,0.1409
"5271","A_52_P439995","69834","Rab43","RAB43, member RAS oncogene family",0.0395,0.202,0.1954,2.3859,2.3859,2.3077,0.0327
"5272","A_52_P367565","118451","Mrps2","mitochondrial ribosomal protein S2",0.0395,0.2021,0.1955,2.1259,2.1259,2.2781,0.0395
"5273","A_52_P706656","75208","4930539C22Rik","RIKEN cDNA 4930539C22 gene",0.0395,0.2021,0.1955,1.3354,1.3354,1.0916,0.2973
"5274","A_52_P273929","27397","Mrpl17","mitochondrial ribosomal protein L17",0.0395,0.2021,0.1955,1.6295,1.6295,1.8497,0.0788
"5275","A_52_P450188","170749","Mtmr4","myotubularin related protein 4",0.0396,0.2023,0.1956,2.9157,2.9157,2.7565,0.0132
"5276","A_52_P319954","319508","Syt15","synaptotagmin XV",0.0396,0.2023,0.1956,2.0916,2.0916,1.7462,0.1052
"5277","A_52_P526379","20908","Stx3","syntaxin 3",0.0396,0.2023,0.1956,1.0199,1.0199,1.2106,0.2421
"5278","A_52_P10037","66403","Asf1a","anti-silencing function 1A histone chaperone",0.0396,0.2023,0.1956,-3.5019,-3.5019,-2.3822,0.0396
"5279","A_51_P219433","28077","Med10","mediator complex subunit 10",0.0396,0.2024,0.1957,1.2311,1.2311,1.5083,0.1493
"5280","A_51_P169516","228966","Ppp1r3d","protein phosphatase 1, regulatory subunit 3D",0.0396,0.2025,0.1958,-2.0825,-2.0825,-1.0606,0.3217
"5281","A_51_P210603","170716","Cyp4f13","cytochrome P450, family 4, subfamily f, polypeptide 13",0.0397,0.2026,0.1958,0.8587,0.8587,0.8318,0.4151
"5282","A_51_P403799","20743","Sptbn2","spectrin beta, non-erythrocytic 2",0.0397,0.2028,0.1959,2.8156,2.8156,2.2448,0.0397
"5283","A_52_P528456","66540","Fam107b","family with sequence similarity 107, member B",0.0398,0.2031,0.1959,1.6222,1.6222,2.244,0.0398
"5284","A_51_P248230","246788","Trpv3","transient receptor potential cation channel, subfamily V, member 3",0.0398,0.2032,0.1959,1.7332,1.7332,1.5271,0.1497
"5285","A_51_P162222","22127","Tsx","testis specific X-linked gene",0.0399,0.2035,0.196,1.2968,1.2968,1.3612,0.1929
"5286","A_51_P477250","76184","Abca6","ATP-binding cassette, sub-family A member 6",0.0399,0.2037,0.196,3.9612,3.9612,3.3918,0.0036
"5287","A_51_P390377","214742","Rcor3","REST corepressor 3",0.04,0.2038,0.1961,0.8705,0.8705,0.8893,0.3894
"5288","A_52_P664619","224691","Zfp472","zinc finger protein 472",0.04,0.2038,0.1961,1.6109,1.6109,1.158,0.2633
"5289","A_52_P1043545","102640335","Gm36426","predicted gene, 36426",0.04,0.2039,0.1962,0.9922,0.9922,0.9832,0.3457
"5290","A_51_P115098","69895","Snhg8","small nucleolar RNA host gene 8",0.0401,0.2042,0.1962,0.2486,0.2486,0.2627,0.7957
"5291","A_51_P461822","20941","Svs4","seminal vesicle secretory protein 4",0.0401,0.2043,0.1962,0.7964,0.7964,0.8757,0.3977
"5292","A_52_P534342","69457","Tmem45a2","transmembrane protein 45A2",0.0401,0.2044,0.1963,1.6176,1.6176,1.1561,0.2732
"5293","A_52_P608755","207965","Vcpkmt","valosin containing protein lysine (K) methyltransferase",0.0401,0.2044,0.1963,1.8684,1.8684,1.5509,0.1411
"5294","A_51_P476618","171286","Slc12a8","solute carrier family 12 (potassium/chloride transporters), member 8",0.0401,0.2045,0.1964,1.8636,1.8636,2.2393,0.0401
"5295","A_52_P114282","494468","Armcx5","armadillo repeat containing, X-linked 5",0.0402,0.2045,0.1964,2.7361,2.7361,2.4243,0.0264
"5296","A_52_P679434","73251","Setd7","SET domain containing (lysine methyltransferase) 7",0.0402,0.2045,0.1964,-1.6696,-1.6696,-1.3354,0.1988
"5297","A_51_P257119","76775","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7",0.0402,0.2046,0.1965,1.1999,1.1999,1.3695,0.1881
"5298","A_51_P116465","74291","1700092E16Rik","RIKEN cDNA 1700092E16 gene",0.0402,0.2047,0.1965,1.7685,1.7685,1.2607,0.2304
"5299","A_51_P100347","240476","Zfp407","zinc finger protein 407",0.0403,0.2048,0.1965,-0.0026,-0.0026,-0.0033,0.9974
"5300","A_51_P494822","50878","Stag3","STAG3 cohesin complex component",0.0403,0.2048,0.1966,1.114,1.114,1.1183,0.2777
"5301","A_51_P127279","75007","Mindy1","MINDY lysine 48 deubiquitinase 1",0.0403,0.205,0.1966,2.2009,2.2009,2.2514,0.0403
"5302","A_52_P300595","73547","Dusp21","dual specificity phosphatase 21",0.0403,0.205,0.1966,1.7539,1.7539,0.814,0.4321
"5303","A_51_P101627","76874","4930469K13Rik","RIKEN cDNA 4930469K13 gene",0.0403,0.205,0.1966,0.933,0.933,0.5484,0.5949
"5304","A_51_P250217","18534","Pck1","phosphoenolpyruvate carboxykinase 1, cytosolic",0.0403,0.2052,0.1967,0.8249,0.8249,0.608,0.5533
"5305","A_51_P234308","19891","Rpa2","replication protein A2",0.0404,0.2052,0.1967,-3.321,-3.321,-2.4142,0.0404
"5306","A_52_P116896","94242","Tinagl1","tubulointerstitial nephritis antigen-like 1",0.0404,0.2052,0.1967,0.9145,0.9145,1.0372,0.3146
"5307","A_52_P206692","68306","4930565N06Rik","RIKEN cDNA 4930565N06 gene",0.0404,0.2052,0.1968,1.422,1.422,0.8547,0.4101
"5308","A_51_P293127","230119","Zbtb5","zinc finger and BTB domain containing 5",0.0404,0.2052,0.1968,1.3158,1.3158,1.8855,0.0751
"5309","A_52_P224125","14367","Fzd5","frizzled class receptor 5",0.0404,0.2053,0.1968,2.9759,2.9759,2.0091,0.0622
"5310","A_51_P137800","101744","Acp7","acid phosphatase 7, tartrate resistant",0.0404,0.2053,0.1969,-0.7003,-0.7003,-0.8621,0.4036
"5311","A_52_P298165","100008567","Gm14964","predicted gene 14964",0.0405,0.2054,0.1969,2.7585,2.7585,2.2846,0.0405
"5312","A_52_P538447","17828","Bloc1s5","biogenesis of lysosomal organelles complex-1, subunit 5, muted",0.0405,0.2054,0.1969,-3.1353,-3.1353,-2.4128,0.0405
"5313","A_51_P120830","17384","Mmp10","matrix metallopeptidase 10",0.0405,0.2056,0.197,1.8461,1.8461,2.4397,0.0249
"5314","A_51_P114462","20295","Ccl17","C-C motif chemokine ligand 17",0.0405,0.2058,0.197,0.8979,0.8979,0.7319,0.4725
"5315","A_52_P50090","20384","Srsf5","serine and arginine-rich splicing factor 5",0.0406,0.2059,0.1971,1.5775,1.5775,1.8264,0.0849
"5316","A_51_P155345","68953","Chmp2a","charged multivesicular body protein 2A",0.0406,0.2061,0.1972,1.5482,1.5482,1.5171,0.1461
"5317","A_51_P142896","12509","Cd59a","CD59a antigen",0.0406,0.2061,0.1972,-2.5914,-2.5914,-2.2822,0.0406
"5318","A_51_P193894","70297","Gcc2","GRIP and coiled-coil domain containing 2",0.0406,0.2061,0.1971,-1.8374,-1.8374,-1.5593,0.1459
"5319","A_51_P465492","232539","Klhl42","kelch-like 42",0.0406,0.2061,0.1971,-1.3579,-1.3579,-1.0418,0.3208
"5320","A_51_P247114","14963","H2-Bl","histocompatibility 2, blastocyst",0.0407,0.2065,0.1974,1.844,1.844,3.0824,0.0066
"5321","A_51_P469008","13660","Ehd1","EH-domain containing 1",0.0407,0.2065,0.1973,4.0541,4.0541,2.2808,0.0407
"5322","A_52_P391066","232807","Ppp1r12c","protein phosphatase 1, regulatory subunit 12C",0.0408,0.2065,0.1974,0.2006,0.2006,0.2504,0.8049
"5323","A_52_P401504","21828","Thbs4","thrombospondin 4",0.0408,0.2066,0.1975,-5.0666,-5.0666,-2.3643,0.0408
"5324","A_51_P392894","106347","Ildr1","immunoglobulin-like domain containing receptor 1",0.0408,0.2067,0.1976,2.0079,2.0079,2.1864,0.0426
"5325","A_52_P105509","54447","Asah2","N-acylsphingosine amidohydrolase 2",0.0408,0.2067,0.1976,1.3549,1.3549,1.187,0.2488
"5326","A_52_P467046","67561","Wdr48","WD repeat domain 48",0.0409,0.2069,0.1976,-0.0681,-0.0681,-0.0627,0.9507
"5327","A_51_P457171","233789","Smg1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase",0.0409,0.2069,0.1977,0.5549,0.5549,0.7332,0.4726
"5328","A_51_P359586","18639","Pfkfb1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",0.0409,0.207,0.1977,2.3701,2.3701,3.5998,0.0025
"5329","A_52_P328776","19679","Pitpnm2","phosphatidylinositol transfer protein, membrane-associated 2",0.0409,0.207,0.1977,-2.6475,-2.6475,-2.3623,0.0409
"5330","A_52_P141404","214742","Rcor3","REST corepressor 3",0.0409,0.2071,0.1978,-3.7152,-3.7152,-2.4054,0.0409
"5331","A_52_P430829","225908","Myrf","myelin regulatory factor",0.041,0.2071,0.1978,1.4317,1.4317,1.6361,0.1178
"5332","A_52_P61864","22413","Wnt2","wingless-type MMTV integration site family, member 2",0.041,0.2072,0.1978,-2.2938,-2.2938,-2.3,0.041
"5333","A_52_P118264","76832","Hyls1","HYLS1, centriolar and ciliogenesis associated",0.041,0.2073,0.1978,-3.0712,-3.0712,-2.3628,0.0409
"5334","A_51_P100309","18390","Oprm1","opioid receptor, mu 1",0.041,0.2073,0.1979,2.7722,2.7722,2.8383,0.0144
"5335","A_52_P488437","27260","Plek2","pleckstrin 2",0.041,0.2074,0.1979,3.6513,3.6513,2.9153,0.0094
"5336","A_52_P194170","67615","Ube2r2","ubiquitin-conjugating enzyme E2R 2",0.0411,0.2075,0.1979,-5.0318,-5.0318,-3.0318,0.0119
"5337","A_52_P642726","494504","Apcdd1","adenomatosis polyposis coli down-regulated 1",0.0411,0.2075,0.1981,1.8055,1.8055,2.2104,0.0436
"5338","A_51_P355693","14815","Nr3c1","nuclear receptor subfamily 3, group C, member 1",0.0411,0.2075,0.198,-4.4907,-4.4907,-2.8186,0.0211
"5339","A_52_P158431","228911","Tshz2","teashirt zinc finger family member 2",0.0411,0.2075,0.1981,-1.7228,-1.7228,-2.257,0.0411
"5340","A_52_P17582","14611","Gja3","gap junction protein, alpha 3",0.0411,0.2076,0.1982,1.1709,1.1709,0.7497,0.4684
"5341","A_51_P105837","17684","Cited2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",0.0411,0.2076,0.1981,1.6681,1.6681,2.1041,0.0501
"5342","A_51_P412468","269356","Slc4a11","solute carrier family 4, sodium bicarbonate transporter-like, member 11",0.0412,0.2079,0.1982,1.5784,1.5784,1.0952,0.2874
"5343","A_52_P333749","67809","Rmdn3","regulator of microtubule dynamics 3",0.0412,0.2079,0.1982,-1.6856,-1.6856,-1.4821,0.1571
"5344","A_51_P228808","74132","Rnf6","ring finger protein (C3H2C3 type) 6",0.0412,0.2079,0.1983,-4.0052,-4.0052,-2.3582,0.0412
"5345","A_51_P215559","225884","Gstp3","glutathione S-transferase pi 3",0.0413,0.208,0.1983,0.6522,0.6522,0.9467,0.3548
"5346","A_51_P442765","69661","2310061N02Rik","RIKEN cDNA 2310061N02 gene",0.0412,0.208,0.1983,2.4762,2.4762,1.6116,0.134
"5347","A_52_P42115","75660","Lin37","lin-37 DREAM MuvB core complex component",0.0413,0.208,0.1984,-0.9527,-0.9527,-0.9101,0.3758
"5348","A_52_P356703","319945","Flad1","flavin adenine dinucleotide synthetase 1",0.0413,0.2081,0.1984,0.3042,0.3042,0.212,0.8344
"5349","A_52_P252356","73866","Pabir3","PABIR family member 3",0.0413,0.2082,0.1985,2.3506,2.3506,1.727,0.1133
"5350","A_52_P569873","223825","Mroh2b","maestro heat-like repeat family member 2B",0.0414,0.2084,0.1985,2.6651,2.6651,1.3879,0.1938
"5351","A_51_P133575","66965","Ctu2","cytosolic thiouridylase subunit 2",0.0414,0.2084,0.1985,0.7718,0.7718,0.9002,0.3784
"5352","A_52_P385139","14489","Mtpn","myotrophin",0.0414,0.2084,0.1985,4.7711,4.7711,2.9978,0.0083
"5353","A_52_P6524","666528","Zfp541","zinc finger protein 541",0.0414,0.2087,0.1986,3.0702,3.0702,1.415,0.1835
"5354","A_51_P133229","72043","Sulf2","sulfatase 2",0.0414,0.2087,0.1986,3.0293,3.0293,2.3879,0.0278
"5355","A_52_P170610","67812","Ubxn4","UBX domain protein 4",0.0415,0.209,0.1988,0.5537,0.5537,0.7662,0.4527
"5356","A_51_P237893","16416","Itgb3","integrin beta 3",0.0415,0.209,0.1987,0.4799,0.4799,0.6954,0.4955
"5357","A_52_P458229","72462","Rrp1b","ribosomal RNA processing 1B",0.0415,0.209,0.1988,2.8519,2.8519,2.2514,0.0415
"5358","A_51_P106968","329780","9330178D15Rik","RIKEN cDNA 9330178D15 gene",0.0416,0.209,0.1988,0.8774,0.8774,0.5815,0.5712
"5359","A_51_P164270","68981","Snrpa1","small nuclear ribonucleoprotein polypeptide A'",0.0416,0.2093,0.1988,1.9566,1.9566,1.9712,0.0623
"5360","A_51_P295621","269959","Adamtsl3","ADAMTS-like 3",0.0416,0.2093,0.1989,3.0564,3.0564,2.917,0.0098
"5361","A_52_P508622","77049","4921528I07Rik","RIKEN cDNA 4921528I07 gene",0.0416,0.2093,0.1989,2.4718,2.4718,2.1437,0.0523
"5362","A_51_P159206","18805","Pld1","phospholipase D1",0.0416,0.2093,0.1989,-4.0285,-4.0285,-2.3185,0.0416
"5363","A_51_P485090","71103","Glt6d1","glycosyltransferase 6 domain containing 1",0.0416,0.2093,0.199,1.2933,1.2933,1.4049,0.1811
"5364","A_51_P349213","229499","Fcrl1","Fc receptor-like 1",0.0417,0.2095,0.199,3.0953,3.0953,3.3146,0.004
"5365","A_52_P117420","320165","Tacc1","transforming, acidic coiled-coil containing protein 1",0.0418,0.2097,0.1991,-3.7289,-3.7289,-2.4492,0.0418
"5366","A_51_P125446","69151","Lzic","leucine zipper and CTNNBIP1 domain containing",0.0418,0.2097,0.199,0.043,0.043,0.0402,0.9684
"5367","A_52_P189970","20855","Stc1","stanniocalcin 1",0.0418,0.2098,0.1991,-1.5963,-1.5963,-1.5744,0.1343
"5368","A_51_P250433","75302","Asxl2","ASXL transcriptional regulator 2",0.0418,0.2099,0.1991,-0.0169,-0.0169,-0.0189,0.9851
"5369","A_52_P601036","69714","Tfpt","TCF3 (E2A) fusion partner",0.0418,0.2101,0.1992,0.9525,0.9525,1.0032,0.3294
"5370","A_51_P100227","70572","Ipo5","importin 5",0.0419,0.2101,0.1992,0.6156,0.6156,0.4255,0.6771
"5371","A_51_P126987","66208","Nenf","neuron derived neurotrophic factor",0.0418,0.2101,0.1992,-3.2628,-3.2628,-2.3918,0.0418
"5372","A_52_P680495","56426","Pdcd10","programmed cell death 10",0.0419,0.2104,0.1993,2.5437,2.5437,2.5299,0.0207
"5373","A_52_P480872","223753","Cerk","ceramide kinase",0.0419,0.2104,0.1993,-0.9603,-0.9603,-1.2249,0.236
"5374","A_51_P281950","18341","Or2w1","olfactory receptor family 2 subfamily W member 1",0.042,0.2107,0.1993,-3.1003,-3.1003,-2.2879,0.0419
"5375","A_51_P189746","223775","Pim3","proviral integration site 3",0.0421,0.2108,0.1995,1.3289,1.3289,1.2957,0.2102
"5376","A_51_P491710","70560","Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial)",0.0421,0.2108,0.1996,-0.3703,-0.3703,-0.3489,0.7341
"5377","A_51_P272681","102637436","Gm26560","predicted gene, 26560",0.0421,0.2108,0.1995,2.6971,2.6971,2.2362,0.0442
"5378","A_52_P579517","70383","Cox10","heme A:farnesyltransferase cytochrome c oxidase assembly factor 10",0.0422,0.2111,0.1996,2.2183,2.2183,1.8512,0.0832
"5379","A_51_P245485","71648","Optn","optineurin",0.0422,0.2115,0.1997,1.2782,1.2782,1.5613,0.1345
"5380","A_51_P428742","78895","Pus7l","pseudouridylate synthase 7-like",0.0422,0.2115,0.1997,-3.5879,-3.5879,-1.8515,0.1095
"5381","A_51_P285756","72865","Rtl8c","retrotransposon Gag like 8C",0.0423,0.2115,0.1997,-3.044,-3.044,-2.3858,0.0423
"5382","A_52_P139702","75338","Ccdc83","coiled-coil domain containing 83",0.0423,0.2116,0.1998,1.1213,1.1213,0.8855,0.394
"5383","A_51_P416308","237806","Dnah9","dynein, axonemal, heavy chain 9",0.0423,0.2117,0.1998,-0.3548,-0.3548,-0.2908,0.7763
"5384","A_52_P517006","70285","Rpf1","ribosome production factor 1 homolog",0.0423,0.2117,0.1999,1.7967,1.7967,1.6732,0.1131
"5385","A_51_P453635","17242","Mdk","midkine",0.0423,0.2118,0.1999,3.597,3.597,2.6547,0.0154
"5386","A_52_P484281","70510","Rnf167","ring finger protein 167",0.0424,0.2119,0.2,-4.8641,-4.8641,-2.4396,0.0424
"5387","A_52_P254141","353148","Tas2r139","taste receptor, type 2, member 139",0.0424,0.212,0.2,1.0783,1.0783,0.6436,0.5324
"5388","A_52_P135421","54607","Socs6","suppressor of cytokine signaling 6",0.0424,0.212,0.2,1.9329,1.9329,2.7554,0.0132
"5389","A_51_P117109","216136","Ilvbl","ilvB (bacterial acetolactate synthase)-like",0.0424,0.212,0.2001,-3.5868,-3.5868,-2.2808,0.0424
"5390","A_52_P144173","15586","Hyal1","hyaluronoglucosaminidase 1",0.0424,0.212,0.2,1.5426,1.5426,0.7817,0.4478
"5391","A_51_P401573","13215","Defb2","defensin beta 2",0.0425,0.2123,0.2001,1.2837,1.2837,1.4193,0.1744
"5392","A_52_P180917","16536","Kcnq2","potassium voltage-gated channel, subfamily Q, member 2",0.0426,0.2126,0.2002,-3.0576,-3.0576,-2.3058,0.0426
"5393","A_51_P390239","84035","Kremen1","kringle containing transmembrane protein 1",0.0426,0.2129,0.2003,1.6758,1.6758,1.6046,0.1255
"5394","A_52_P68107","27049","Etv3","ets variant 3",0.0428,0.2135,0.2004,3.4524,3.4524,3.6048,0.0027
"5395","A_51_P191572","258704","Or3a1d","olfactory receptor family 3 subfamily A member 1D",0.0428,0.2137,0.2005,-1.964,-1.964,-1.5669,0.1402
"5396","A_51_P267843","71304","Wbscr25","Williams Beuren syndrome chromosome region 25 (human)",0.0429,0.2137,0.2005,1.1944,1.1944,1.1451,0.2735
"5397","A_51_P381873","12237","Bub3","BUB3 mitotic checkpoint protein",0.0429,0.2138,0.2006,0.0589,0.0589,0.0671,0.9472
"5398","A_51_P400335","57321","Terf2ip","telomeric repeat binding factor 2, interacting protein",0.0429,0.2138,0.2006,1.8376,1.8376,1.8058,0.095
"5399","A_52_P170339","18016","Nf2","neurofibromin 2",0.043,0.2141,0.2007,-0.76,-0.76,-0.4074,0.6901
"5400","A_51_P331769","73866","Pabir3","PABIR family member 3",0.043,0.2141,0.2007,0.2545,0.2545,0.2721,0.7886
"5401","A_51_P207921","18984","Por","cytochrome p450 oxidoreductase",0.043,0.2141,0.2007,3.6125,3.6125,3.1075,0.0066
"5402","A_51_P406315","14764","Ptgdr2","prostaglandin D2 receptor 2",0.043,0.2141,0.2007,1.2525,1.2525,1.1771,0.2558
"5403","A_51_P202964","13000","Csnk2a2","casein kinase 2, alpha prime polypeptide",0.043,0.2141,0.2008,1.3683,1.3683,1.3406,0.1982
"5404","A_52_P343617","19194","Bpifa2","BPI fold containing family A, member 2",0.0431,0.2145,0.2008,1.0027,1.0027,1.1976,0.2454
"5405","A_52_P174569","67365","Pudp","pseudouridine 5'-phosphatase",0.0431,0.2147,0.2009,3.2281,3.2281,2.2023,0.0431
"5406","A_51_P483103","258247","Or51a24","olfactory receptor family 51 subfamily A member 24",0.0431,0.2147,0.2009,2.4508,2.4508,1.953,0.0703
"5407","A_51_P221762","13838","Epha4","Eph receptor A4",0.0432,0.2149,0.2012,-2.7539,-2.7539,-1.8555,0.0839
"5408","A_51_P107686","17300","Foxc1","forkhead box C1",0.0432,0.2149,0.2011,3.4016,3.4016,3.7019,0.002
"5409","A_51_P117952","193740","Hspa1a","heat shock protein 1A",0.0432,0.2149,0.2012,3.2827,3.2827,3.448,0.0041
"5410","A_51_P408537","19720","Trim27","tripartite motif-containing 27",0.0433,0.2152,0.2012,-1.2289,-1.2289,-0.9171,0.3843
"5411","A_52_P28806","14235","Foxm1","forkhead box M1",0.0433,0.2152,0.2013,2.8852,2.8852,3.1553,0.0051
"5412","A_52_P356093","26878","B3galt2","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.0433,0.2152,0.2013,1.7587,1.7587,2.1881,0.0433
"5413","A_51_P516036","18357","Or7a41","olfactory receptor family 7 subfamily A member 41",0.0433,0.2153,0.2013,1.8302,1.8302,2.4014,0.0284
"5414","A_51_P380013","12043","Bcl2","B cell leukemia/lymphoma 2",0.0434,0.2154,0.2014,1.1862,1.1862,1.1063,0.282
"5415","A_52_P47432","74464","Zswim5","zinc finger SWIM-type containing 5",0.0434,0.2155,0.2014,0.4284,0.4284,0.2393,0.8151
"5416","A_51_P327825","19035","Ppib","peptidylprolyl isomerase B",0.0434,0.2157,0.2014,1.0493,1.0493,1.1288,0.2734
"5417","A_51_P278230","102423","Hinfp","histone H4 transcription factor",0.0435,0.2157,0.2015,0.8801,0.8801,1.0507,0.3077
"5418","A_52_P392255","217944","Rapgef5","Rap guanine nucleotide exchange factor (GEF) 5",0.0435,0.2158,0.2015,-0.0682,-0.0682,-0.0727,0.9432
"5419","A_51_P358683","321019","Gpr183","G protein-coupled receptor 183",0.0435,0.2158,0.2016,1.2649,1.2649,1.1864,0.2504
"5420","A_51_P386670","212898","Dse","dermatan sulfate epimerase",0.0435,0.2158,0.2015,1.4667,1.4667,1.5834,0.1323
"5421","A_52_P247900","16847","Lepr","leptin receptor",0.0435,0.2158,0.2016,1.609,1.609,1.9291,0.0767
"5422","A_52_P21550","14537","Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2",0.0435,0.2158,0.2017,1.7255,1.7255,2.2446,0.0435
"5423","A_51_P307954","13819","Epas1","endothelial PAS domain protein 1",0.0435,0.2158,0.2017,-2.7342,-2.7342,-1.9825,0.0769
"5424","A_52_P682557","407814","Timd6","T cell immunoglobulin and mucin domain containing 6",0.0435,0.2158,0.2017,3.3974,3.3974,2.3438,0.0327
"5425","A_51_P476261","104348","Zfp120","zinc finger protein 120",0.0435,0.2159,0.2017,1.7471,1.7471,2.2261,0.0435
"5426","A_52_P373024","68514","Micu2","mitochondrial calcium uptake 2",0.0436,0.2159,0.2018,1.0379,1.0379,1.3455,0.1947
"5427","A_51_P306919","11871","Art2a","ADP-ribosyltransferase 2a",0.0436,0.216,0.2018,0.7755,0.7755,1.1214,0.2751
"5428","A_52_P480859","105243866","Gm9947","predicted gene 9947",0.0436,0.216,0.2018,2.2471,2.2471,2.1259,0.0472
